idx	wavile	kind	segment	sentenceidx	wordidx	phonemeidx	timemeg	timeds	timechapter	timesentence	duration
2926	segments/	phoneme	ah_I	27.0	11.0	1.0	273.888	273.888	244.252	2.64	0.06
2927	segments/	phoneme	n_I	27.0	11.0	2.0	273.948	273.948	244.312	2.7	0.03
2928	segments/	phoneme	d_I	27.0	11.0	3.0	273.978	273.976	244.342	2.73	0.08
2929	segments/	phoneme	ah_I	27.0	11.0	4.0	274.058	274.056	244.42200000000003	2.81	0.06
2930	segments/	phoneme	n_E	27.0	11.0	5.0	274.118	274.116	244.48200000000003	2.87	0.1
2931	segments/	silence					274.218	274.216	244.58200000000002	2.97	0.5
2932	segments/	word	is	27.0	12.0		274.718	274.716	245.08200000000002	3.47	0.23
2933	segments/	phoneme	ih_B	27.0	12.0	0.0	274.718	274.716	245.08200000000002	3.47	0.16
2934	segments/	phoneme	z_E	27.0	12.0	1.0	274.878	274.876	245.24200000000002	3.6300000000000003	0.07
2935	segments/	word	a	27.0	13.0		274.948	274.948	245.312	3.7	0.06
2936	segments/	phoneme	ah_S	27.0	13.0	0.0	274.948	274.948	245.312	3.7	0.06
2937	segments/	word	pleasant	27.0	14.0		275.008	275.008	245.372	3.76	0.32
2938	segments/	phoneme	p_B	27.0	14.0	0.0	275.008	275.008	245.372	3.76	0.07
2939	segments/	phoneme	l_I	27.0	14.0	1.0	275.078	275.076	245.44200000000004	3.8299999999999996	0.04
2940	segments/	phoneme	eh_I	27.0	14.0	2.0	275.118	275.116	245.48200000000003	3.8699999999999997	0.05
2941	segments/	phoneme	z_I	27.0	14.0	3.0	275.168	275.168	245.532	3.9199999999999995	0.01
2942	segments/	phoneme	ah_I	27.0	14.0	4.0	275.178	275.176	245.54200000000003	3.9299999999999993	0.05
2943	segments/	phoneme	n_I	27.0	14.0	5.0	275.228	275.228	245.592	3.979999999999999	0.05
2944	segments/	phoneme	t_E	27.0	14.0	6.0	275.27799999999996	275.276	245.64200000000002	4.029999999999999	0.05
2945	segments/	word	thing	27.0	15.0		275.33799999999997	275.336	245.70200000000003	4.09	0.19
2946	segments/	phoneme	th_B	27.0	15.0	0.0	275.33799999999997	275.336	245.70200000000003	4.09	0.07
2947	segments/	phoneme	ih_I	27.0	15.0	1.0	275.408	275.408	245.77200000000002	4.16	0.06
2948	segments/	phoneme	ng_E	27.0	15.0	2.0	275.468	275.468	245.83200000000002	4.22	0.06
2949	segments/	word	indeed	27.0	16.0		275.52799999999996	275.528	245.89200000000002	4.28	0.4
2950	segments/	phoneme	ih_B	27.0	16.0	0.0	275.52799999999996	275.528	245.89200000000002	4.28	0.04
2951	segments/	phoneme	n_I	27.0	16.0	1.0	275.568	275.568	245.93200000000002	4.32	0.07
2952	segments/	phoneme	d_I	27.0	16.0	2.0	275.638	275.636	246.002	4.390000000000001	0.07
2953	segments/	phoneme	iy_I	27.0	16.0	3.0	275.70799999999997	275.708	246.07200000000003	4.460000000000001	0.17
2954	segments/	phoneme	d_E	27.0	16.0	4.0	275.878	275.876	246.24200000000002	4.630000000000001	0.05
2955	segments/	word	to	27.0	17.0		275.95799999999997	275.956	246.32200000000003	4.71	0.15
2956	segments/	phoneme	t_B	27.0	17.0	0.0	275.95799999999997	275.956	246.32200000000003	4.71	0.08
2957	segments/	phoneme	uw_E	27.0	17.0	1.0	276.038	276.036	246.40200000000002	4.79	0.07
2958	segments/	word	a	27.0	18.0		276.108	276.108	246.47200000000004	4.86	0.07
2959	segments/	phoneme	ah_S	27.0	18.0	0.0	276.108	276.108	246.47200000000004	4.86	0.07
2960	segments/	word	lonely	27.0	19.0		276.178	276.176	246.54200000000003	4.93	0.36
2961	segments/	phoneme	l_B	27.0	19.0	0.0	276.178	276.176	246.54200000000003	4.93	0.08
2962	segments/	phoneme	ow_I	27.0	19.0	1.0	276.258	276.256	246.622	5.01	0.1
2963	segments/	phoneme	n_I	27.0	19.0	2.0	276.358	276.356	246.72200000000004	5.109999999999999	0.05
2964	segments/	phoneme	l_I	27.0	19.0	3.0	276.408	276.408	246.77200000000002	5.159999999999999	0.07
2965	segments/	phoneme	iy_E	27.0	19.0	4.0	276.478	276.476	246.842	5.2299999999999995	0.06
2966	segments/	word	man	27.0	20.0		276.538	276.536	246.90200000000002	5.29	0.09
2967	segments/	phoneme	m_B	27.0	20.0	0.0	276.538	276.536	246.90200000000002	5.29	0.07
2968	segments/	phoneme	ae_I	27.0	20.0	1.0	276.608	276.608	246.97200000000004	5.36	0.01
2969	segments/	phoneme	n_E	27.0	20.0	2.0	276.618	276.616	246.98200000000003	5.37	0.01
2970	segments/	silence					276.96	276.96	247.30800000000002		0.672
2971	segments/	word	In	28.0	0.0		277.722	277.72	248.05	0.07	0.18
2972	segments/	phoneme	ih_B	28.0	0.0	0.0	277.722	277.72	248.05	0.07	0.11
2973	segments/	phoneme	n_E	28.0	0.0	1.0	277.832	277.832	248.16000000000003	0.18	0.07
2974	segments/	word	old	28.0	1.0		277.902	277.9	248.23000000000002	0.25	0.19
2975	segments/	phoneme	ow_B	28.0	1.0	0.0	277.902	277.9	248.23000000000002	0.25	0.08
2976	segments/	phoneme	l_I	28.0	1.0	1.0	277.98199999999997	277.98	248.31000000000003	0.33	0.06
2977	segments/	phoneme	d_E	28.0	1.0	2.0	278.042	278.04	248.37	0.39	0.05
2978	segments/	word	days	28.0	2.0		278.092	278.092	248.42000000000002	0.44	0.38
2979	segments/	phoneme	d_B	28.0	2.0	0.0	278.092	278.092	248.42000000000002	0.44	0.07
2980	segments/	phoneme	ey_I	28.0	2.0	1.0	278.162	278.16	248.49	0.51	0.16
2981	segments/	phoneme	z_E	28.0	2.0	2.0	278.322	278.32	248.65	0.67	0.15
2982	segments/	silence					278.472	278.472	248.8	0.82	0.37
2983	segments/	word	Stamford	28.0	3.0		278.842	278.84	249.17000000000002	1.19	0.47
2984	segments/	phoneme	s_B	28.0	3.0	0.0	278.842	278.84	249.17000000000002	1.19	0.1
2985	segments/	phoneme	t_I	28.0	3.0	1.0	278.942	278.94	249.27	1.29	0.07
2986	segments/	phoneme	ae_I	28.0	3.0	2.0	279.012	279.012	249.34000000000003	1.36	0.08
2987	segments/	phoneme	m_I	28.0	3.0	3.0	279.092	279.092	249.42000000000002	1.4400000000000002	0.07
2988	segments/	phoneme	f_I	28.0	3.0	4.0	279.162	279.16	249.49	1.5100000000000002	0.06
2989	segments/	phoneme	er_I	28.0	3.0	5.0	279.222	279.22	249.55	1.5700000000000003	0.05
2990	segments/	phoneme	d_E	28.0	3.0	6.0	279.272	279.272	249.60000000000002	1.6200000000000003	0.04
2991	segments/	word	had	28.0	4.0		279.312	279.312	249.64000000000001	1.66	0.12
2992	segments/	phoneme	hh_B	28.0	4.0	0.0	279.312	279.312	249.64000000000001	1.66	0.03
2993	segments/	phoneme	ae_I	28.0	4.0	1.0	279.342	279.34	249.67000000000002	1.69	0.02
2994	segments/	phoneme	d_E	28.0	4.0	2.0	279.36199999999997	279.36	249.69000000000003	1.71	0.07
2995	segments/	word	never	28.0	5.0		279.43199999999996	279.432	249.76000000000002	1.78	0.22
2996	segments/	phoneme	n_B	28.0	5.0	0.0	279.43199999999996	279.432	249.76000000000002	1.78	0.02
2997	segments/	phoneme	eh_I	28.0	5.0	1.0	279.452	279.452	249.78000000000003	1.8	0.08
2998	segments/	phoneme	v_I	28.0	5.0	2.0	279.532	279.532	249.86	1.8800000000000001	0.06
2999	segments/	phoneme	er_E	28.0	5.0	3.0	279.592	279.592	249.92000000000002	1.9400000000000002	0.06
3000	segments/	word	been	28.0	6.0		279.652	279.652	249.98000000000002	2.0	0.2
3001	segments/	phoneme	b_B	28.0	6.0	0.0	279.652	279.652	249.98000000000002	2.0	0.05
3002	segments/	phoneme	ih_I	28.0	6.0	1.0	279.702	279.7	250.03000000000003	2.05	0.08
3003	segments/	phoneme	n_E	28.0	6.0	2.0	279.782	279.78	250.11	2.13	0.07
3004	segments/	word	a	28.0	7.0		279.852	279.852	250.18	2.2	0.06
3005	segments/	phoneme	ah_S	28.0	7.0	0.0	279.852	279.852	250.18	2.2	0.06
3006	segments/	word	particular	28.0	8.0		279.912	279.912	250.24	2.26	0.52
3007	segments/	phoneme	p_B	28.0	8.0	0.0	279.912	279.912	250.24	2.26	0.04
3008	segments/	phoneme	er_I	28.0	8.0	1.0	279.952	279.952	250.28000000000003	2.3	0.05
3009	segments/	phoneme	t_I	28.0	8.0	2.0	280.002	280.0	250.33	2.3499999999999996	0.08
3010	segments/	phoneme	ih_I	28.0	8.0	3.0	280.082	280.08	250.41000000000003	2.4299999999999997	0.05
3011	segments/	phoneme	k_I	28.0	8.0	4.0	280.132	280.132	250.46	2.4799999999999995	0.08
3012	segments/	phoneme	y_I	28.0	8.0	5.0	280.212	280.212	250.54000000000002	2.5599999999999996	0.02
3013	segments/	phoneme	ah_I	28.0	8.0	6.0	280.23199999999997	280.232	250.56000000000003	2.5799999999999996	0.04
3014	segments/	phoneme	l_I	28.0	8.0	7.0	280.272	280.272	250.60000000000002	2.6199999999999997	0.08
3015	segments/	phoneme	er_E	28.0	8.0	8.0	280.352	280.352	250.68	2.6999999999999997	0.08
3016	segments/	word	crony	28.0	9.0		280.48199999999997	280.48	250.81000000000003	2.83	0.38
3017	segments/	phoneme	k_B	28.0	9.0	0.0	280.48199999999997	280.48	250.81000000000003	2.83	0.11
3018	segments/	phoneme	r_I	28.0	9.0	1.0	280.592	280.592	250.92000000000002	2.94	0.04
3019	segments/	phoneme	ow_I	28.0	9.0	2.0	280.632	280.632	250.96	2.98	0.1
3020	segments/	phoneme	n_I	28.0	9.0	3.0	280.73199999999997	280.732	251.06000000000003	3.08	0.06
3021	segments/	phoneme	iy_E	28.0	9.0	4.0	280.792	280.792	251.12	3.14	0.07
3022	segments/	word	of	28.0	10.0		280.86199999999997	280.86	251.19000000000003	3.21	0.15
3023	segments/	phoneme	ah_B	28.0	10.0	0.0	280.86199999999997	280.86	251.19000000000003	3.21	0.07
3024	segments/	phoneme	v_E	28.0	10.0	1.0	280.93199999999996	280.932	251.26000000000002	3.28	0.08
3025	segments/	word	mine	28.0	11.0		281.012	281.012	251.34000000000003	3.36	0.35
3026	segments/	phoneme	m_B	28.0	11.0	0.0	281.012	281.012	251.34000000000003	3.36	0.06
3027	segments/	phoneme	ay_I	28.0	11.0	1.0	281.072	281.072	251.4	3.42	0.14
3028	segments/	phoneme	n_E	28.0	11.0	2.0	281.212	281.212	251.54000000000002	3.56	0.15
3029	segments/	silence					281.36199999999997	281.36	251.69000000000003	3.71	0.69
3030	segments/	word	but	28.0	12.0		282.05199999999996	282.052	252.38000000000002	4.4	0.21
3031	segments/	phoneme	b_B	28.0	12.0	0.0	282.05199999999996	282.052	252.38000000000002	4.4	0.06
3032	segments/	phoneme	ah_I	28.0	12.0	1.0	282.11199999999997	282.112	252.44000000000003	4.46	0.06
3033	segments/	phoneme	t_E	28.0	12.0	2.0	282.17199999999997	282.172	252.50000000000003	4.52	0.09
3034	segments/	word	now	28.0	13.0		282.262	282.26	252.59000000000003	4.61	0.35
3035	segments/	phoneme	n_B	28.0	13.0	0.0	282.262	282.26	252.59000000000003	4.61	0.06
3036	segments/	phoneme	aw_E	28.0	13.0	1.0	282.322	282.32	252.65	4.67	0.29
3037	segments/	word	I	28.0	14.0		282.61199999999997	282.612	252.94000000000003	4.96	0.12
3038	segments/	phoneme	ay_S	28.0	14.0	0.0	282.61199999999997	282.612	252.94000000000003	4.96	0.12
3039	segments/	word	hailed	28.0	15.0		282.73199999999997	282.732	253.06000000000003	5.08	0.32
3040	segments/	phoneme	hh_B	28.0	15.0	0.0	282.73199999999997	282.732	253.06000000000003	5.08	0.11
3041	segments/	phoneme	ey_I	28.0	15.0	1.0	282.842	282.84	253.17000000000002	5.19	0.1
3042	segments/	phoneme	l_I	28.0	15.0	2.0	282.942	282.94	253.27	5.29	0.05
3043	segments/	phoneme	d_E	28.0	15.0	3.0	282.99199999999996	282.992	253.32000000000002	5.34	0.06
3044	segments/	word	him	28.0	16.0		283.05199999999996	283.052	253.38000000000002	5.4	0.16
3045	segments/	phoneme	hh_B	28.0	16.0	0.0	283.05199999999996	283.052	253.38000000000002	5.4	0.04
3046	segments/	phoneme	ih_I	28.0	16.0	1.0	283.092	283.092	253.42000000000002	5.44	0.06
3047	segments/	phoneme	m_E	28.0	16.0	2.0	283.152	283.152	253.48000000000002	5.5	0.06
3048	segments/	word	with	28.0	17.0		283.212	283.212	253.54000000000002	5.56	0.17
3049	segments/	phoneme	w_B	28.0	17.0	0.0	283.212	283.212	253.54000000000002	5.56	0.04
3050	segments/	phoneme	ih_I	28.0	17.0	1.0	283.252	283.252	253.58	5.6	0.06
3051	segments/	phoneme	th_E	28.0	17.0	2.0	283.312	283.312	253.64000000000001	5.659999999999999	0.07
3052	segments/	word	enthusiasm	28.0	18.0		283.382	283.38	253.71	5.73	0.9
3053	segments/	phoneme	ih_B	28.0	18.0	0.0	283.382	283.38	253.71	5.73	0.04
3054	segments/	phoneme	n_I	28.0	18.0	1.0	283.42199999999997	283.42	253.75000000000003	5.7700000000000005	0.1
3055	segments/	phoneme	th_I	28.0	18.0	2.0	283.522	283.52	253.85000000000002	5.87	0.07
3056	segments/	phoneme	uw_I	28.0	18.0	3.0	283.592	283.592	253.92000000000002	5.94	0.15
3057	segments/	phoneme	z_I	28.0	18.0	4.0	283.74199999999996	283.74	254.07000000000002	6.090000000000001	0.08
3058	segments/	phoneme	iy_I	28.0	18.0	5.0	283.822	283.82	254.15	6.170000000000001	0.06
3059	segments/	phoneme	ae_I	28.0	18.0	6.0	283.882	283.88	254.21	6.23	0.09
3060	segments/	phoneme	z_I	28.0	18.0	7.0	283.972	283.972	254.3	6.32	0.04
3061	segments/	phoneme	ah_I	28.0	18.0	8.0	284.012	284.012	254.34000000000003	6.36	0.08
3062	segments/	phoneme	m_E	28.0	18.0	9.0	284.092	284.092	254.42000000000002	6.44	0.19
3063	segments/	silence					284.282	284.28	254.61	6.63	0.24
3064	segments/	word	and	28.0	19.0		284.522	284.52	254.85000000000002	6.87	0.3
3065	segments/	phoneme	ae_B	28.0	19.0	0.0	284.522	284.52	254.85000000000002	6.87	0.14
3066	segments/	phoneme	n_I	28.0	19.0	1.0	284.662	284.66	254.99	7.01	0.08
3067	segments/	phoneme	d_E	28.0	19.0	2.0	284.74199999999996	284.74	255.07000000000002	7.09	0.08
3068	segments/	word	he	28.0	20.0		284.832	284.832	255.16000000000003	7.18	0.26
3069	segments/	phoneme	hh_B	28.0	20.0	0.0	284.832	284.832	255.16000000000003	7.18	0.09
3070	segments/	phoneme	iy_E	28.0	20.0	1.0	284.92199999999997	284.92	255.25000000000003	7.27	0.17
3071	segments/	word	in	28.0	21.0		285.092	285.092	255.42000000000002	7.44	0.12
3072	segments/	phoneme	ih_B	28.0	21.0	0.0	285.092	285.092	255.42000000000002	7.44	0.07
3073	segments/	phoneme	n_E	28.0	21.0	1.0	285.162	285.16	255.49	7.510000000000001	0.05
3074	segments/	word	his	28.0	22.0		285.212	285.212	255.54000000000002	7.56	0.15
3075	segments/	phoneme	hh_B	28.0	22.0	0.0	285.212	285.212	255.54000000000002	7.56	0.03
3076	segments/	phoneme	ih_I	28.0	22.0	1.0	285.24199999999996	285.24	255.57000000000002	7.59	0.04
3077	segments/	phoneme	z_E	28.0	22.0	2.0	285.282	285.28	255.61	7.63	0.08
3078	segments/	word	turn	28.0	23.0		285.36199999999997	285.36	255.69000000000003	7.71	0.33
3079	segments/	phoneme	t_B	28.0	23.0	0.0	285.36199999999997	285.36	255.69000000000003	7.71	0.09
3080	segments/	phoneme	er_I	28.0	23.0	1.0	285.452	285.452	255.78000000000003	7.8	0.18
3081	segments/	phoneme	n_E	28.0	23.0	2.0	285.632	285.632	255.96	7.9799999999999995	0.06
3082	segments/	word	appeared	28.0	24.0		285.692	285.692	256.02000000000004	8.04	0.29
3083	segments/	phoneme	ah_B	28.0	24.0	0.0	285.692	285.692	256.02000000000004	8.04	0.07
3084	segments/	phoneme	p_I	28.0	24.0	1.0	285.762	285.76	256.09000000000003	8.11	0.09
3085	segments/	phoneme	ih_I	28.0	24.0	2.0	285.852	285.852	256.18	8.2	0.08
3086	segments/	phoneme	r_I	28.0	24.0	3.0	285.93199999999996	285.932	256.26	8.28	0.03
3087	segments/	phoneme	d_E	28.0	24.0	4.0	285.962	285.96	256.29	8.309999999999999	0.02
3088	segments/	word	to	28.0	25.0		285.99199999999996	285.992	256.32	8.34	0.1
3089	segments/	phoneme	t_B	28.0	25.0	0.0	285.99199999999996	285.992	256.32	8.34	0.07
3090	segments/	phoneme	ih_E	28.0	25.0	1.0	286.062	286.06	256.39000000000004	8.41	0.03
3091	segments/	word	be	28.0	26.0		286.092	286.092	256.42	8.44	0.1
3092	segments/	phoneme	b_B	28.0	26.0	0.0	286.092	286.092	256.42	8.44	0.05
3093	segments/	phoneme	iy_E	28.0	26.0	1.0	286.142	286.14	256.47	8.49	0.05
3094	segments/	word	delighted	28.0	27.0		286.192	286.192	256.52000000000004	8.54	0.52
3095	segments/	phoneme	d_B	28.0	27.0	0.0	286.192	286.192	256.52000000000004	8.54	0.06
3096	segments/	phoneme	ih_I	28.0	27.0	1.0	286.252	286.252	256.58000000000004	8.6	0.07
3097	segments/	phoneme	l_I	28.0	27.0	2.0	286.322	286.32	256.65000000000003	8.67	0.1
3098	segments/	phoneme	ay_I	28.0	27.0	3.0	286.42199999999997	286.42	256.75	8.77	0.1
3099	segments/	phoneme	t_I	28.0	27.0	4.0	286.522	286.52	256.85	8.87	0.08
3100	segments/	phoneme	ah_I	28.0	27.0	5.0	286.602	286.6	256.93	8.95	0.06
3101	segments/	phoneme	d_E	28.0	27.0	6.0	286.662	286.66	256.99	9.01	0.05
3102	segments/	word	to	28.0	28.0		286.722	286.72	257.05	9.07	0.12
3103	segments/	phoneme	t_B	28.0	28.0	0.0	286.722	286.72	257.05	9.07	0.06
3104	segments/	phoneme	ih_E	28.0	28.0	1.0	286.782	286.78	257.11	9.13	0.06
3105	segments/	word	see	28.0	29.0		286.842	286.84	257.17	9.19	0.2
3106	segments/	phoneme	s_B	28.0	29.0	0.0	286.842	286.84	257.17	9.19	0.09
3107	segments/	phoneme	iy_E	28.0	29.0	1.0	286.93199999999996	286.932	257.26	9.28	0.11
3108	segments/	word	me	28.0	30.0		287.042	287.04	257.37	9.39	0.35
3109	segments/	phoneme	m_B	28.0	30.0	0.0	287.042	287.04	257.37	9.39	0.09
3110	segments/	phoneme	iy_E	28.0	30.0	1.0	287.132	287.132	257.46000000000004	9.48	0.26
3111	segments/	silence					287.404	287.404	257.716		0.952
3112	segments/	word	In	29.0	0.0		288.442	288.44	258.738	0.07	0.16
3113	segments/	phoneme	ih_B	29.0	0.0	0.0	288.442	288.44	258.738	0.07	0.1
3114	segments/	phoneme	n_E	29.0	0.0	1.0	288.54200000000003	288.544	258.838	0.17	0.06
3115	segments/	word	the	29.0	1.0		288.60200000000003	288.604	258.898	0.23	0.15
3116	segments/	phoneme	dh_B	29.0	1.0	0.0	288.60200000000003	288.604	258.898	0.23	0.04
3117	segments/	phoneme	iy_E	29.0	1.0	1.0	288.642	288.64	258.938	0.27	0.11
3118	segments/	word	exuberance	29.0	2.0		288.752	288.752	259.048	0.38	0.56
3119	segments/	phoneme	oov_S	29.0	2.0	0.0	288.752	288.752	259.048	0.38	0.56
3120	segments/	word	of	29.0	3.0		289.312	289.312	259.608	0.94	0.08
3121	segments/	phoneme	ah_B	29.0	3.0	0.0	289.312	289.312	259.608	0.94	0.01
3122	segments/	phoneme	v_E	29.0	3.0	1.0	289.322	289.32	259.618	0.95	0.07
3123	segments/	word	my	29.0	4.0		289.392	289.392	259.688	1.02	0.14
3124	segments/	phoneme	m_B	29.0	4.0	0.0	289.392	289.392	259.688	1.02	0.04
3125	segments/	phoneme	ay_E	29.0	4.0	1.0	289.432	289.432	259.728	1.06	0.1
3126	segments/	word	joy	29.0	5.0		289.53200000000004	289.532	259.82800000000003	1.16	0.49
3127	segments/	phoneme	jh_B	29.0	5.0	0.0	289.53200000000004	289.532	259.82800000000003	1.16	0.12
3128	segments/	phoneme	oy_E	29.0	5.0	1.0	289.652	289.652	259.948	1.2799999999999998	0.37
3129	segments/	silence					290.022	290.02	260.318	1.65	0.34
3130	segments/	word	I	29.0	6.0		290.362	290.364	260.658	1.99	0.18
3131	segments/	phoneme	ay_S	29.0	6.0	0.0	290.362	290.364	260.658	1.99	0.18
3132	segments/	word	asked	29.0	7.0		290.54200000000003	290.544	260.838	2.17	0.28
3133	segments/	phoneme	ae_B	29.0	7.0	0.0	290.54200000000003	290.544	260.838	2.17	0.11
3134	segments/	phoneme	s_I	29.0	7.0	1.0	290.652	290.652	260.948	2.28	0.1
3135	segments/	phoneme	t_E	29.0	7.0	2.0	290.752	290.752	261.048	2.38	0.07
3136	segments/	word	him	29.0	8.0		290.822	290.82	261.118	2.45	0.08
3137	segments/	phoneme	ih_B	29.0	8.0	0.0	290.822	290.82	261.118	2.45	0.03
3138	segments/	phoneme	m_E	29.0	8.0	1.0	290.85200000000003	290.852	261.148	2.48	0.05
3139	segments/	word	to	29.0	9.0		290.902	290.9	261.198	2.53	0.1
3140	segments/	phoneme	t_B	29.0	9.0	0.0	290.902	290.9	261.198	2.53	0.06
3141	segments/	phoneme	ah_E	29.0	9.0	1.0	290.962	290.96	261.258	2.59	0.04
3142	segments/	word	lunch	29.0	10.0		291.002	291.0	261.298	2.63	0.35
3143	segments/	phoneme	l_B	29.0	10.0	0.0	291.002	291.0	261.298	2.63	0.12
3144	segments/	phoneme	ah_I	29.0	10.0	1.0	291.122	291.12	261.418	2.75	0.07
3145	segments/	phoneme	n_I	29.0	10.0	2.0	291.192	291.192	261.488	2.82	0.06
3146	segments/	phoneme	ch_E	29.0	10.0	3.0	291.252	291.252	261.548	2.88	0.1
3147	segments/	word	with	29.0	11.0		291.35200000000003	291.352	261.648	2.98	0.14
3148	segments/	phoneme	w_B	29.0	11.0	0.0	291.35200000000003	291.352	261.648	2.98	0.05
3149	segments/	phoneme	ih_I	29.0	11.0	1.0	291.402	291.4	261.698	3.03	0.01
3150	segments/	phoneme	th_E	29.0	11.0	2.0	291.41200000000003	291.412	261.708	3.0399999999999996	0.08
3151	segments/	word	me	29.0	12.0		291.492	291.492	261.788	3.12	0.14
3152	segments/	phoneme	m_B	29.0	12.0	0.0	291.492	291.492	261.788	3.12	0.06
3153	segments/	phoneme	iy_E	29.0	12.0	1.0	291.552	291.552	261.848	3.18	0.08
3154	segments/	word	at	29.0	13.0		291.632	291.632	261.928	3.26	0.04
3155	segments/	phoneme	ae_B	29.0	13.0	0.0	291.632	291.632	261.928	3.26	0.03
3156	segments/	phoneme	t_E	29.0	13.0	1.0	291.66200000000003	291.664	261.958	3.2899999999999996	0.01
3157	segments/	word	the	29.0	14.0		291.702	291.7	261.998	3.33	0.12
3158	segments/	phoneme	dh_B	29.0	14.0	0.0	291.702	291.7	261.998	3.33	0.07
3159	segments/	phoneme	ah_E	29.0	14.0	1.0	291.772	291.772	262.068	3.4	0.05
3160	segments/	word	Holborn	29.0	15.0		291.822	291.82	262.118	3.45	0.5
3161	segments/	phoneme	oov_S	29.0	15.0	0.0	291.822	291.82	262.118	3.45	0.5
3162	segments/	silence					292.322	292.32	262.618	3.95	0.44
3163	segments/	word	and	29.0	16.0		292.762	292.76	263.058	4.39	0.15
3164	segments/	phoneme	ae_B	29.0	16.0	0.0	292.762	292.76	263.058	4.39	0.06
3165	segments/	phoneme	n_I	29.0	16.0	1.0	292.822	292.82	263.118	4.449999999999999	0.03
3166	segments/	phoneme	d_E	29.0	16.0	2.0	292.85200000000003	292.852	263.148	4.4799999999999995	0.06
3167	segments/	word	we	29.0	17.0		292.91200000000003	292.912	263.208	4.54	0.14
3168	segments/	phoneme	w_B	29.0	17.0	0.0	292.91200000000003	292.912	263.208	4.54	0.06
3169	segments/	phoneme	iy_E	29.0	17.0	1.0	292.97200000000004	292.972	263.26800000000003	4.6	0.08
3170	segments/	word	started	29.0	18.0		293.052	293.052	263.348	4.68	0.41
3171	segments/	phoneme	s_B	29.0	18.0	0.0	293.052	293.052	263.348	4.68	0.08
3172	segments/	phoneme	t_I	29.0	18.0	1.0	293.132	293.132	263.428	4.76	0.07
3173	segments/	phoneme	aa_I	29.0	18.0	2.0	293.202	293.2	263.498	4.83	0.08
3174	segments/	phoneme	r_I	29.0	18.0	3.0	293.28200000000004	293.284	263.57800000000003	4.91	0.01
3175	segments/	phoneme	t_I	29.0	18.0	4.0	293.29200000000003	293.292	263.588	4.92	0.07
3176	segments/	phoneme	ih_I	29.0	18.0	5.0	293.362	293.364	263.658	4.99	0.05
3177	segments/	phoneme	d_E	29.0	18.0	6.0	293.41200000000003	293.412	263.708	5.04	0.05
3178	segments/	word	off	29.0	19.0		293.462	293.46	263.758	5.09	0.11
3179	segments/	phoneme	ao_B	29.0	19.0	0.0	293.462	293.46	263.758	5.09	0.04
3180	segments/	phoneme	f_E	29.0	19.0	1.0	293.502	293.5	263.798	5.13	0.07
3181	segments/	word	together	29.0	20.0		293.572	293.572	263.868	5.2	0.44
3182	segments/	phoneme	t_B	29.0	20.0	0.0	293.572	293.572	263.868	5.2	0.05
3183	segments/	phoneme	ah_I	29.0	20.0	1.0	293.622	293.62	263.918	5.25	0.05
3184	segments/	phoneme	g_I	29.0	20.0	2.0	293.672	293.672	263.968	5.3	0.08
3185	segments/	phoneme	eh_I	29.0	20.0	3.0	293.752	293.752	264.048	5.38	0.08
3186	segments/	phoneme	dh_I	29.0	20.0	4.0	293.832	293.832	264.128	5.46	0.07
3187	segments/	phoneme	er_E	29.0	20.0	5.0	293.902	293.9	264.198	5.53	0.11
3188	segments/	word	in	29.0	21.0		294.082	294.08	264.378	5.71	0.16
3189	segments/	phoneme	ih_B	29.0	21.0	0.0	294.082	294.08	264.378	5.71	0.1
3190	segments/	phoneme	n_E	29.0	21.0	1.0	294.182	294.18	264.478	5.81	0.06
3191	segments/	word	a	29.0	22.0		294.242	294.24	264.538	5.87	0.05
3192	segments/	phoneme	ah_S	29.0	22.0	0.0	294.242	294.24	264.538	5.87	0.05
3193	segments/	word	hansom	29.0	23.0		294.29200000000003	294.292	264.588	5.92	0.51
3194	segments/	phoneme	oov_S	29.0	23.0	0.0	294.29200000000003	294.292	264.588	5.92	0.51
3195	segments/	silence					294.816	294.816	265.1		1.848
3196	segments/	word	Whatever	30.0	0.0		297.334	297.332	267.598	0.65	0.17
3197	segments/	phoneme	w_B	30.0	0.0	0.0	297.334	297.332	267.598	0.65	0.01
3198	segments/	phoneme	ah_I	30.0	0.0	1.0	297.34400000000005	297.344	267.60800000000006	0.66	0.01
3199	segments/	phoneme	t_I	30.0	0.0	2.0	297.35400000000004	297.356	267.61800000000005	0.67	0.01
3200	segments/	phoneme	eh_I	30.0	0.0	3.0	297.36400000000003	297.364	267.62800000000004	0.68	0.01
3201	segments/	phoneme	v_I	30.0	0.0	4.0	297.374	297.376	267.63800000000003	0.6900000000000001	0.07
3202	segments/	phoneme	er_E	30.0	0.0	5.0	297.444	297.444	267.708	0.76	0.06
3203	segments/	word	have	30.0	1.0		297.54400000000004	297.544	267.80800000000005	0.86	0.24
3204	segments/	phoneme	hh_B	30.0	1.0	0.0	297.54400000000004	297.544	267.80800000000005	0.86	0.1
3205	segments/	phoneme	ae_I	30.0	1.0	1.0	297.644	297.644	267.908	0.96	0.09
3206	segments/	phoneme	v_E	30.0	1.0	2.0	297.73400000000004	297.736	267.99800000000005	1.05	0.05
3207	segments/	word	you	30.0	2.0		297.78400000000005	297.784	268.04800000000006	1.1	0.14
3208	segments/	phoneme	y_B	30.0	2.0	0.0	297.78400000000005	297.784	268.04800000000006	1.1	0.07
